Mfg#,Upc#,Case,GTIN  ,Description,Uom,Pack,Size,Category,Customer Price,Qty Available
41058,05065,05065,041058050654,SCHICK QUATTRO FOR WOMEN                                         ,CS,12,3 CT        ,Grocery- other                ,$84.58,781
41058,08247,08247,041058082471,SCHICK QUATTRO TITANIUM RAZOR                                    ,CS,12,1 CT        ,Grocery- other                ,$78.11,160
41058,08248,08248,841058082484,SCHICK QUATTRO TITANIUM REFILL                                   ,CS,72,4 CT        ,Grocery- other                ,$492.53,61
41143,09071,09071,041143090718,SUNMAID VAN YOGRT RAISINS 6 PK                                   ,CS,18,1 OZ        ,Grocery- other                ,$42.49,382
41143,09080,09080,041143090800,SUNMAID CHOC YRGT RAISIN                                         ,CS,12,6 OZ        ,Grocery- other                ,$28.46,900
41143,12010,12010,041143120101,Sunmaid Raisins                                                  ,CS,24,6 PKS       ,Snacks/ Energy bars           ,$37.31,5870
41143,12460,12460,041143124604,SUNMAID RAISINS                                                  ,CS,24,12 OZ       ,Grocery- other                ,$56.02,1225
41143,12870,12870,041143128701,SunMaid Crtn Canister R                                          ,CS,12,20 OZ       ,Snacks/ Energy bars           ,$41.09,2046
41143,12956,12956,041143129562,SUN MAID RAISIN ZIP BAG                                          ,CS,12,10 OZ       ,Grocery- other                ,$25.27,912
41167,00843,00843,041167008430,ICY HOT X/S PATCH                                                ,CS,24,5 CT        ,Grocery- other                ,$105.97,337
41167,00847,00847,041167008478,ICY HOT XL BACKPATCH                                             ,CS,24,3 CT        ,Grocery- other                ,$107.96,78
41167,00883,00883,041167008836,ICY HOT VANISHING CREAM                                          ,CS,24,1.25 OZ     ,Grocery- other                ,$55.37,226
41167,05080,05080,041167050804,GOLD BOND ULTRA DARK SPOT CRM                                    ,CS,12,2 OZ        ,Grocery- other                ,$87.56,3
41167,05224,05224,041167052242,GOLD BOND RADIANT RENEWAL LTN                                    ,CS,24,14 OZ       ,Grocery- other                ,$186.07,1
41167,05350,05350,041167053508,GOLD BOND DIABETIC LOTION                                        ,CS,24,13 OZ       ,Grocery- other                ,$169.15,65
41167,05510,05510,041167055106,GOLD BOND HEALING HAND CREAM                                     ,CS,24,3 OZ        ,Grocery- other                ,$67.46,482
41167,05620,05620,041167056202,GOLD BOND ULT STRENGTH LOTION                                    ,CS,24,13 OZ       ,Grocery- other                ,$200.99,66
41167,09980,09980,041167099803,ACT DRY MOUTH MINT LOZENGES                                      ,CS,24,18 CT       ,Grocery- other                ,$64.18,97
41167,09986,09986,041167099865,ACT DRY MOUTH MINT LOZENGES                                      ,CS,24,36 CT       ,Grocery- other                ,$113.43,376
41167,10401,10401,241167104013,ROLAIDS ADV MIXED BERRY TABS                                     ,CS,24,60 CT       ,Grocery- other                ,$71.64,11
41167,35101,35121,041167351017,XYZAL ALLERGY TABLETS                                            ,CS,24,35 CT       ,Grocery- other                ,$291.34,251
41167,58005,58055,041167580059,NASACORT 24HR NASAL SPRAY                                        ,CS,24,.57 OZ      ,Grocery- other                ,$373.62,64
41167,60203,60223,041167602034,SELSUN BLUE DRY SCALP SHAMPOO                                    ,CS,24,11 OZ       ,Grocery- other                ,$144.28,36
41196,01000,91000,041196010008,Progresso Chicken Rice Veg                                       ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$29.75,347
41196,01012,91012,041196010121,Progresso Minestrone Soup                                        ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$26.82,208
41196,01013,91013,041196010138,Progresso Rts Tom/Basil                                          ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$27.26,720
41196,01022,91022,041196010220,Progresso Lentil Soup                                            ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$22.79,271
41196,01032,91032,041196010329,Progresso Chickarina Soup                                        ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$29.95,916
41196,01051,91051,041196010510,Progresso Split Pea Soup                                         ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$26.37,558
41196,01088,91088,041196010886,Progresso Chicken Noodle                                         ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$28.95,178
41196,01095,91095,041196010954,PROGSO SPLIT PEA W/HAM                                           ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$30.60,583
41196,01111,91111,041196011111,Progresso Rts Man Clam Chwp                                      ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$29.95,704
41196,40482,40482,041196404821,Progresso Soup Lt Chick Noodle                                   ,CS,12,18.5 OZ     ,Soup/Sauces/Canned Meals/Meats,$29.95,69
41196,45281,45281,041196452815,Progresso Lght Ne Clam Chwd                                      ,CS,12,18.5 OZ     ,Soup/Sauces/Canned Meals/Meats,$28.95,275
41196,45384,45384,041196453843,Progresso Chicken Pot Pie                                        ,CS,12,18.5 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.96,251
41196,80548,80548,041196805482,Progresso Redc'D Sodium Chkn Noodle                              ,CS,12,18.5 OZ     ,Soup/Sauces/Canned Meals/Meats,$29.95,877
41196,91036,91036,041196910360,Progresso Chick/Wild Rice                                        ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$29.75,252
41196,91093,91093,041196910933,Progresso French Onion                                           ,CS,12,18.5 OZ     ,Soup/Sauces/Canned Meals/Meats,$28.76,102
41196,91116,91116,041196911169,Progresso Hrty Chckn/Rotini                                      ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$29.35,792
41294,97326,97326,041294973267,PINE SOL CLEANER ORIGINAL                                        ,CS,12,24 OZ.      ,Grocery- other                ,$23.83,68
41321,00580,00580,041321005800,WB RED WIN VIN 6/15 OZ                                           ,CS,6,15 OZ       ,Grocery- other                ,$14.88,172
41321,00626,00620,041321006265,WB ITALIAN DRESSING                                              ,CS,12,15 OZ       ,Grocery- other                ,$27.76,450
41321,00645,00645,041321006456,WB THOUSAND ISLAND 6/15                                          ,CS,6,15 OZ       ,Grocery- other                ,$13.88,14
41333,00213,00232,041333002132,DURACELL COPPERTOP AAA                                           ,CS,12,24 CT       ,Grocery- other                ,$169.15,4
41333,11601,09361,041333116013,Duracell 9V Coppertop                                            ,CS,48,1 CT        ,Batteries/ general merch      ,$145.77,117
41333,21301,09061,041333213019,Duracell D Coppertop Battery                                     ,CS,48,2 CT        ,Batteries/ general merch      ,$129.15,124
41333,21401,09161,041333214016,Duracell C Coppertop Battery                                     ,CS,48,2 CT        ,Batteries/ general merch      ,$125.87,312
41333,21501,09261,041333215013,Duracell Aa Coppertop                                            ,CS,56,2 CT        ,Batteries/ general merch      ,$102.49,54
41333,21601,03961,041333216010,Duracell 9V Coppertop                                            ,CS,48,2 CT        ,Batteries/ general merch      ,$265.67,457
41333,41501,03561,041333415017,Duracell AA Coppertop Battery                                    ,CS,56,4 CT        ,Batteries/ general merch      ,$161.19,583
41333,42401,04061,041333424019,Duracell Aaa Coppertop                                           ,CS,54,4 CT        ,Batteries/ general merch      ,$152.24,411
41333,43001,03361,041333430010,Duracell D Coppertop Batteries                                   ,CS,12,4 CT        ,Batteries/ general merch      ,$71.94,2
41333,44001,13848,041333440019,Duracell C Coppertop Batteries                                   ,CS,18,4 CT        ,Batteries/ general merch      ,$104.97,108
41333,70464,92948,041333704647,Duracell Aa Coppertop                                            ,CS,12,16 CT       ,Batteries/ general merch      ,$129.35,54
41333,74064,03831,041333740645,Duracell Aaa Coppertop                                           ,CS,20,16 CT       ,Batteries/ general merch      ,$203.98,111
41333,82501,03761,041333825014,Duracell AA Coppertop                                            ,CS,48,8 CT        ,Batteries/ general merch      ,$268.65,248
41333,84401,04261,041333844015,Duracell Aaa Coppertop                                           ,CS,40,8 CT        ,Batteries/ general merch      ,$193.03,155
41388,21021,22882,041388210216,Blistex Medicated Lip Ointment                                   ,CS,144,.21 OZ      ,Over the counter remedies     ,$173.38,11
41420,01623,01623,041420016233,TROLLI SBC 7.2Z                                                  ,CS,8,7.20 OZ     ,Grocery- other                ,$11.24,127
41420,01625,01625,041420016257,TROLLI SBC VRY BRY 7.2Z                                          ,CS,8,7.20 OZ     ,Grocery- other                ,$11.24,380
41420,10025,10025,041420100253,TROLLI MINI SBC THEATRE BOX                                      ,CS,12,3.5 OZ      ,Grocery- other                ,$10.25,45
41420,11587,03852,041420115875,TROLLI SBC VERY BERRY 12/5OZ                                     ,CS,12,5 OZ        ,Grocery- other                ,$13.33,1257
41420,11588,11588,041420115882,TROLLI WATERMELON SOUR BRITE                                     ,CS,12,5 OZ        ,Grocery- other                ,$13.73,295
41500,00700,84737,041500007007,French's Mustard Squeeze                                         ,CS,20,8 OZ        ,Spice/Condmnt/Drsng/Gravy/Oil ,$28.61,1400
41500,22020,84090,041500220208,French's French Fried Onions                                     ,CS,16,6 OZ        ,Spice/Condmnt/Drsng/Gravy/Oil ,$52.69,301
41500,22022,84560,041500220222,French's French Fried Onions                                     ,CS,15,2.8 OZ      ,Spice/Condmnt/Drsng/Gravy/Oil ,$27.76,391
41500,74510,74510,041500745107,Frank'S Red Hot Wings Buffalo                                    ,CS,12,12 OZ       ,Soup/Sauces/Canned Meals/Meats,$34.73,701
41500,80502,80502,041500805023,Frank's Red Hot Sauce                                            ,CS,12,12 OZ       ,Soup/Sauces/Canned Meals/Meats,$33.78,216
41565,00006,00006,041565000067,Pace Picante Sauce Med                                           ,CS,12,16 OZ       ,Ehtnic foods                  ,$25.62,156
41565,00017,00017,041565000173,Pace Picante Mild                                                ,CS,12,16 OZ       ,Ehtnic foods                  ,$25.62,519
41565,00019,00019,041565000197,Pace Picante Sauce Hot                                           ,CS,12,16 OZ       ,Ehtnic foods                  ,$25.62,1009
41565,14016,14016,041565140169,Pace Salsa Chunky Mild                                           ,CS,12,16 OZ       ,Ehtnic foods                  ,$26.12,809
41565,14116,14116,041565141166,Pace Salsa Chunky Med                                            ,CS,12,16 OZ       ,Ehtnic foods                  ,$25.62,587
41570,00383,00383,041570003831,BLUE DIAMOND WHOLE NAT ALMONDS                                   ,CS,12,6 OZ        ,Grocery- other                ,$32.74,511
41570,01590,01590,241570015906,BLUE DIAMOND ALMOND SMOKEHOUSE                                   ,CS,12,6 OZ        ,Grocery- other                ,$32.74,734
41570,02970,02970,041570029701,BLUE DIAMOND ALMOND ROAST/SALT                                   ,CS,12,6 OZ        ,Grocery- other                ,$32.24,344
41570,03083,03898,041570030837,BLUE DIAM SMOKEHOUSE ALMONDS                                     ,CS,6,16 OZ       ,Grocery- other                ,$40.30,1200
41570,03085,03905,041570030851,BLUE DIAM ROASTED SALTED ALM                                     ,CS,6,16 OZ       ,Grocery- other                ,$40.30,911
41570,05039,05039,041570050392,BL DMND HABENERO BBQ 6                                           ,CS,12,6 OZ        ,Grocery- other                ,$33.23,11
41570,05179,05179,041570051795,BLUE DIAMOND ALMONDS SMOKE                                       ,CS,144,12/12CT     ,Grocery- other                ,$106.50,245
41570,05230,05230,041570052303,BLU DIAM WASAB TUBE 1.5Z                                         ,CS,144,12/12CT     ,Grocery- other                ,$106.50,64
41570,05234,05234,041570052341,BD ALMD WASABI/SOY SC                                            ,CS,12,6 OZ        ,Grocery- other                ,$32.74,215
41570,05338,05338,041570053386,BD ALM SALT & VNG CAN                                            ,CS,12,6 OZ        ,Grocery- other                ,$32.74,421
41570,05442,05442,041570054420,BLUE DIAM WHOLE NATURAL ALM                                      ,CS,6,16 OZ       ,Grocery- other                ,$40.30,679
41570,05537,05537,041570055373,BD WASABI & SOY VP                                               ,CS,6,16 OZ       ,Grocery- other                ,$40.30,232
41570,05982,05982,041570059821,BL DMND LS ALMND 6OZ                                             ,CS,12,6 OZ        ,Grocery- other                ,$32.74,37
41570,07256,07256,041570072561,BLUE DIA HONEY ROAST ALMONDS                                     ,CS,12,6 OZ        ,Grocery- other                ,$32.74,538
41570,09475,09475,041570094754,BLUE DIAM BLUEBERRY ALM 1.5 Z                                    ,CS,144,12/12CT     ,Grocery- other                ,$106.50,112
41570,11046,11046,041570110461,BD ALMND BLD SRIRACHA                                            ,CS,12,6 OZ        ,Grocery- other                ,$32.93,226
41570,11053,11053,041570110539,BLUE DIAMOND SIRACHA ALMNDS                                      ,CS,144,12/12CT     ,Grocery- other                ,$106.50,62
41570,14357,14357,041570143575,BD BLD SPCY DILLPCKL 6Z                                          ,CS,12,6    OZ     ,Grocery- other                ,$32.74,11
41608,00138,00138,041608001389,SUMMERS EVE DELICATE BLSSM WSH                                   ,CS,12,15 OZ       ,Grocery- other                ,$37.81,170
41736,00160,00160,041736001602,Filippo Berio Olive Oil                                          ,CS,12,25.3 OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$83.08,50
41736,01011,01011,041736010116,BERIO EX VIRG OLIVE OIL 3LITER                                   ,CS,4,101 OZ      ,Grocery- other                ,$92.54,192
41736,01013,01013,041736010130,Filippo Berio Extra Virgin Oli                                   ,CS,12,25.3 OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$91.54,120
41736,01014,01014,041736010147,Filippo Berio Xtra Virgin Olive Oil                              ,CS,12,16.9OZ      ,Spice/Condmnt/Drsng/Gravy/Oil ,$63.68,62
41736,03013,03013,041736030138,Filippo Berio Mild & Light Olive Oil                             ,CS,12,25.3 OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$83.58,45
41736,03028,03028,041736030282,Filippo Berio Mild Light Olive Oil                               ,CS,6,50.7OZ      ,Spice/Condmnt/Drsng/Gravy/Oil ,$63.68,158
41736,08001,68001,041736080010,FILIPPO CLASSIC PESTO                                            ,CS,6,6.7 OZ      ,Grocery- other                ,$14.53,250
41790,00160,60029,041790001600,Bertolli Olive Oil Xv Plastic                                    ,CS,12,16.9 OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$54.02,551
41790,00225,00225,041790002256,Bertolli X-Vg Olv Oil                                            ,CS,6,50.72 OZ    ,Spice/Condmnt/Drsng/Gravy/Oil ,$68.82,180
41790,00420,60031,041790004205,Bertolli Olive Oil Exlt Plasti                                   ,CS,12,16.9 OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$53.83,452
41790,21426,60030,041790214260,Bertolli Ex Vir Plastic                                          ,CS,6,25.36OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$42.13,478
41790,22093,60032,041790220933,Bertolli Ex Lt Oil Plastic                                       ,CS,6,25.36OZ     ,Spice/Condmnt/Drsng/Gravy/Oil ,$36.44,31
41911,00050,00050,041911000505,Sprayway Glass Cleaner                                           ,CS,12,19 OZ       ,Household cleaning supplies   ,$25.25,1196
41953,07505,17505,041953075059,LAVAZZA COFF GRN AROM                                            ,CS,6,12 OZ       ,Grocery- other                ,$33.99,43
41953,07506,17506,041953075066,LAVAZZA COFF CLSSICO                                             ,CS,6,12 OZ       ,                              ,$33.83,50
42037,10304,10304,042037103040,Beano Anti-Gas Tablets                                           ,CS,24,30 CT       ,Over the counter remedies     ,$85.97,12
43000,00037,00037,043000000373,Log Cabin Syrup                                                  ,CS,12,24 OZ       ,Baking Sup/Mixes/Frstg/Syryp  ,$35.32,14
43000,00052,00052,043000000526,Log Cabin Syrup Lite                                             ,CS,12,24 OZ       ,Baking Sup/Mixes/Frstg/Syryp  ,$35.32,87
43000,02926,05671,043000029268,Maxwell House Colombian Coffee                                   ,CS,6,10.5 OZ     ,Coffee/tea                    ,$21.29,1
43000,07032,07032,043000070321,MAXWELL HOUSE MASTER BLEND                                       ,CS,6,26.8 OZ     ,Coffee/tea                    ,$51.51,98
43000,07034,07034,043000070345,MH FRENCH ROAST 6CT                                              ,CS,6,25.6 OZ     ,Coffee/tea                    ,$58.21,224
43000,07035,07035,043000070352,MH BREAKFAST BLEND                                               ,CS,6,25.6 OZ     ,Coffee/tea                    ,$58.21,7
43000,07036,07036,043000070369,MH COFFEE HOUSE BLEND                                            ,CS,6,24.5 OZ     ,Coffee/tea                    ,$48.02,78
43000,95531,01660,043000955314,Kool Aid Uns Orange                                              ,CS,192,2 QT        ,Powder Drink Mix / Beverages  ,$37.19,349
43000,95562,01662,043000955628,Kool Aid Unswt Cherry                                            ,CS,192,2 QT        ,Powder Drink Mix / Beverages  ,$40.19,2
43000,95570,01665,043000955703,Kool Aid Unswt Pink Lemonaid                                     ,CS,192,2 QT        ,Powder Drink Mix / Beverages  ,$37.70,259
43194,16775,16775,043194167753,Scunci Elastic Black                                             ,CS,48,18 CT       ,Batteries/ general merch      ,$47.26,64
43194,16999,16999,043194169993,SCUNCI BROWN CLIPPIES                                            ,CS,48,12 CT       ,Batteries/ general merch      ,$42.79,5
43194,22534,22534,043194225347,Scunci Girl Hair Bands 500CT                                     ,CS,48,500 CT      ,Batteries/ general merch      ,$45.27,2
43194,36966,36966,043194369669,Scunci Thin Headband                                             ,CS,48,1 CT        ,Batteries/ general merch      ,$57.71,11
43194,37224,37224,043194372249,SCUNCI OCTOPUS JAW CLIPS                                         ,CS,48,3 CT        ,Batteries/ general merch      ,$48.26,3
43194,38380,38380,043194383801,SCUNCI EXTRA WIDE HEADWRAP                                       ,CS,48,2 CT        ,Grocery- other                ,$65.67,2
43194,91189,91189,043194911899,SCUNCI NARROW COMB HEADBANDS                                     ,CS,48,2 CT        ,Grocery- other                ,$54.73,2
44209,29024,29024,644209290246,Mrs Butterworth's Lite                                           ,CS,12,24 OZ       ,Baking Sup/Mixes/Frstg/Syryp  ,$33.08,84
44209,30759,30759,044209307591,Duncan Hines Butter Golden Cake Mix                              ,CS,12,15.25OZ     ,Baking Sup/Mixes/Frstg/Syryp  ,$14.95,85
44209,31131,31131,644209311316,Duncan Hines Chewy Fudge Brownie                                 ,CS,12,18.3OZ      ,Baking Sup/Mixes/Frstg/Syryp  ,$18.35,1133
44209,40556,40556,644209405565,Duncan Hines Fmly Style Mlk Choc B                               ,CS,12,18 OZ       ,Baking Sup/Mixes/Frstg/Syryp  ,$16.88,179
44209,41285,41285,644209412853,DH SIG FRENCH VAN CK                                             ,CS,12,15.25Z      ,Grocery- other                ,$18.93,1
44600,01594,01594,044600015941,CLOROX WIPES CITRUS SCENT                                        ,CS,12,35 CT       ,Grocery- other                ,$25.75,3
44600,30614,30614,044600306148,CLOROX BATH BLEACH FOAMER                                        ,CS,9,30 OZ       ,Grocery- other                ,$29.92,24
45300,00549,00549,045300005492,Peter Pan Peanut Butter Creamy                                   ,CS,12,16.3 OZ     ,Peanut Btr/Jam/Jelly/Spreads  ,$34.44,80
45893,08053,08053,045893080531,DOVE INTENSE DMGE THRPY SH                                       ,CS,6,12 OZ       ,Grocery- other                ,$14.03,91
46000,28732,28732,046000287324,Old El Paso Dnr Kit Soft Taco                                    ,CS,12,12.5 OZ     ,Ehtnic foods                  ,$33.13,126
46000,28736,28736,046000287362,OEP STAND & STUFF DINNER                                         ,CS,12,8.8 OZ      ,Ehtnic foods                  ,$32.93,31
46000,28869,28869,046000288697,Old El Paso Seasoning Mix Original                               ,CS,32,1 OZ        ,Ehtnic foods                  ,$21.49,463
46000,28875,28875,046000288758,Old El Paso Hot Spicy Seasng                                     ,CS,32,1 OZ        ,Ehtnic foods                  ,$21.49,1770
46000,28876,28876,046000288765,Old El Paso Mild Taco Seas                                       ,CS,32,1 OZ        ,Ehtnic foods                  ,$21.49,1773
46000,28877,28877,046000288772,Old El Paso Taco Seas Lo Slt                                     ,CS,32,1 OZ        ,Ehtnic foods                  ,$21.49,960
46000,29548,29548,046000295480,OEP STAND&STUF TACO SHELL 15CT                                   ,CS,12,7.1 OZ      ,Grocery- other                ,$29.35,288
46000,82011,82011,046000820118,OEP FAT FREE REFRIED BEANS                                       ,CS,12,16 OZ       ,Grocery- other                ,$16.67,442
46000,82161,82151,046000821610,OLD EL PSO RFRD BNS W/GR CHILI                                   ,CS,12,16 OZ       ,Grocery- other                ,$17.01,77
46000,84351,84351,046000843513,Old El Paso Veg Refried Beans                                    ,CS,12,16 OZ       ,Ehtnic foods                  ,$16.42,170
46000,86101,86101,046000861012,Old El Paso Green Chile Enchilada Sauc                           ,CS,12,10 OZ       ,Ehtnic foods                  ,$19.30,977
46000,86121,86121,046000861210,Oep Enchilada Sauce Medium                                       ,CS,12,10 OZ       ,Ehtnic foods                  ,$18.31,1180
46017,01840,01840,046017018409,VIVARIN TABLETS                                                  ,CS,12,40 CT       ,Grocery- other                ,$57.81,535
46500,72354,72354,046500723544,Pledge Multi Surface Antibacterial Spray Citrus                  ,CS,6,9.7 OZ      ,Household cleaning supplies   ,$21.36,1
46500,72372,73809,046500723728,Pledge Lemon Clean Furniture Spray                               ,CS,6,9.7 OZ      ,Household cleaning supplies   ,$23.75,4
46500,72373,02667,046500723735,Pledge Orange Clean Furniture Spray                              ,CS,6,9.7 OZ      ,Household cleaning supplies   ,$22.24,4
46500,72807,72807,046500728075,Pledge Wipes Lemon                                               ,CS,12,24 CT       ,Household cleaning supplies   ,$36.78,33
47400,65614,65614,047400656147,Gillette Fusion Proshield Refills                                ,CS,48,4 CT        ,Skin Care/Razors              ,$523.37,24
47400,65615,65615,047400656154,GILL FUSION PROSHIELD CHILL                                      ,CS,48,4 CT        ,Grocery- other                ,$492.53,22
47599,41425,41429,747599414251,INTENSE DARK 60% CACAO SQUARES                                   ,CS,6,4.1 OZ      ,Grocery- other                ,$16.52,121
47599,60716,60716,747599607165,GHIR EVENING DREAM INTENSE DAR                                   ,CS,12,3.5 OZ      ,Grocery- other                ,$19.05,376
47599,60725,60725,747599607257,Ghirardelli Intesne Dark Midnight Reverie 86% Cacao              ,CS,12,3.17OZ      ,Candy/chocolate               ,$19.36,674
47599,60764,60764,747599607646,Ghirardelli Milk Chocolate with Caramel                          ,CS,12,3.5 OZ      ,Candy/chocolate               ,$16.86,1492
47599,61175,61175,747599611759,Ghirardelli Intense Dark Sea Salt Soiree                         ,CS,12,3.5 OZ      ,Candy/chocolate               ,$19.76,182
47599,61526,61526,747599615269,Ghirardelli Dark Chocolate & Seas Salt Caramel Bar               ,CS,12,3.5 OZ      ,Candy/chocolate               ,$16.86,518
47599,61699,61699,747599616990,DBL CHOC HOT COCOA POUCH                                         ,CS,6,10.5 OZ     ,Powder Drink Mix / Beverages  ,$17.13,4
47599,61826,61826,747599618260,GHIR SMSWT BAKING BAR                                            ,CS,12,4 OZ        ,Grocery- other                ,$19.17,862
47599,61827,61827,747599618277,60% CACAO BITTERSWEET BAKING B                                   ,CS,12,4 OZ        ,Grocery- other                ,$21.05,7
47599,61829,61829,747599618291,GHIR CLSSIC WHT BKNG BAR                                         ,CS,12,4 OZ        ,Candy/chocolate               ,$19.02,639
47599,64012,64012,747599640124,Ghirardelli Milk Choc olate Chips                                ,CS,12,11.5 OZ     ,Baking Sup/Mixes/Frstg/Syryp  ,$31.24,6
47800,00052,00052,047800000526,ACCENT FLAVOR ENHANCER                                           ,CS,24,2 OZ        ,Grocery- other                ,$39.30,284
47800,00054,00054,047800000540,ACCENT FLAV ENHANCER                                             ,CS,12,4.5 OZ      ,Grocery- other                ,$34.78,1470
48001,26524,26617,048001265240,HELLMANS MAYONNAISE      26526                                   ,CS,12,48 OZ       ,Grocery- other                ,$87.94,48
49100,40009,90127,049100400099,CULTURELLE DGSTVE PROBIOTIC                                      ,CS,24,30 CT       ,Grocery- other                ,$324.37,142
49100,40035,40035,049100400358,CULTURELLE DGSTVE X/S PROB                                       ,CS,24,20 CT       ,Grocery- other                ,$386.06,54
50000,01011,01501,050000010110,Nestle Carnation Evaported Milk                                  ,CS,24,12 OZ       ,Baking Sup/Mixes/Frstg/Syryp  ,$35.72,613
50000,02545,49410,050000025459,Nestle Carnation Coffe Mate Creamer Vanilla Caramel              ,CS,6,15 OZ       ,Coffee/tea                    ,$20.60,1046
50000,04595,04594,050000045952,Nestle Carnation Coffee Mate Creamy Chocolate                    ,CS,6,15 OZ       ,Coffee/tea                    ,$21.99,1445
50000,11187,19870,050000111879,NESTLE HOT COCOA MX RCH CHOC C                                   ,CS,6,27.7 OZ     ,Snacks/ Energy bars           ,$26.77,251
50000,15991,15991,050000159918,Nestle Carnation Lowfat Evaporated Milk                          ,CS,24,12 OZ       ,Coffee/tea                    ,$35.72,906
50000,16011,16021,050000160112,Nestle Carnation Evaporated Fat Free Milk                        ,CS,24,12 OZ       ,Coffee/tea                    ,$35.72,682
50000,20708,49390,050000207084,Nestle Carnation Coffee Mate French Vanilla                      ,CS,6,15 OZ       ,Coffee/tea                    ,$20.85,2295
50000,30062,30060,050000300624,Nestle Carnation Coffee Mate Powder                              ,CS,12,6 OZ        ,Coffee/tea                    ,$19.50,1281
50000,30152,30152,050000301522,Nestle Carnation Coffee Mate Powder                              ,CS,12,11 OZ       ,Coffee/tea                    ,$29.80,170
50000,30212,30212,050000302123,Nestle Carnation Coffee Mate Powder                              ,CS,12,22 OZ       ,Coffee/tea                    ,$44.28,539
50000,31474,49400,050000314744,Nestle Carnation Coffee Mate Hazelnut                            ,CS,6,15OZ        ,Coffee/tea                    ,$21.99,1268
50000,33480,33798,050000334803,Nestle Carnation Coffee Mate Vanilla Caramel Sugar Free          ,CS,6,10.2 OZ     ,Coffee/tea                    ,$21.04,509
50000,34934,32798,050000349340,Nestle Carnation Coffee Mate Hazelnut Sugar Free                 ,CS,6,10.2 OZ     ,Coffee/tea                    ,$21.29,2800
50000,38825,38771,050000388257,Coffee Mate Creamer French Vanilla Sugar Free                    ,CS,6,10.2 OZ     ,Coffee/tea                    ,$21.19,2832
50000,45817,59573,050000458172,COFFEE MATE SF CREAMY CHOC                                       ,CS,6,10.2 OZ     ,Powder Drink Mix / Beverages  ,$21.99,563
50000,60012,73907,050000600120,Nestle Carnation Malted Milk Original                            ,CS,6,13 OZ       ,Coffee/tea                    ,$18.81,164
50000,60236,02361,050000602360,Nestle Carnation Coffee Mate Caramel Macchiato                   ,CS,6,15OZ        ,Coffee/tea                    ,$21.99,888
50003,76645,76645,050003766458,DYLA HI PNCH SNGL 2GO RE                                         ,CS,12,.54 OZ      ,                              ,$12.44,68
50003,76646,76646,050003766465,DYLA HI PNCH SNGL 2GO PR                                         ,CS,12,.54 OZ      ,                              ,$12.44,68
50003,76662,76662,050003766625,DYLA CRUSH ORNG PWDR DRI                                         ,CS,12,.54 OZ      ,                              ,$12.44,102
50003,76677,76677,850003766775,FLAVOR ENHANCER VARIETY                                          ,CS,6,2.75 OZ     ,Grocery- other                ,$15.88,7
51000,00011,00011,051000000118,Campbell's Condensed Tomato Soup                                 ,CS,48,10.75 OZ    ,Soup/Sauces/Canned Meals/Meats,$56.72,1757
51000,00011,00011,051000000118,CAMPBELL TOMATO SOUP (R/W)                                       ,CS,48,10.75 OZ    ,Grocery- other                ,$55.97,237
51000,00524,10658,051000005243,Campbell's Chunky New England Clam Chowder                       ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.32,1168
51000,00549,01418,051000005496,Campbell's Chunky Vegetable Beef Soup                            ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.58,1423
51000,00550,10656,051000005502,Campbell's Chunky Beef With Country Vegetables Soup              ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.59,705
51000,00556,10662,051000005564,Campbell's Chunky Sirloin Burger Soup                            ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.37,1369
51000,00562,04312,051000005625,Campbell's Chunky Chicken with Rice Soup                         ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$26.58,1478
51000,00564,09503,051000005649,Campbell's Chunky Pea With Ham Soup                              ,CS,12,19 OZ       ,Soup/Sauces/Canned Meals/Meats,$26.58,961
51000,00568,06799,051000005687,Campbell's Chunky Steak Potato Soup                              ,CS,12,18.8 OZ     ,Soup/Sauces/Canned Meals/Meats,$28.05,764
