Mfg#,Upc#,Case,GTIN  ,Description,Uom,Pack,Size,Category,Customer Price,Qty Available
00055,50919,50919,300055509191,Caltrate 600+ D Tablets                                          ,CS,36,60 CT       ,Vitamins/supplements          ,$198.50,63
00258,10931,10931,300258109310,Equal Packets                                                    ,CS,12,115 CT      ,Spice/Condmnt/Drsng/Gravy/Oil ,$25.68,1250
00258,27553,27553,300258275534,SWEETENER EQUAL PPI                                              ,CS,2000,1 CT        ,Grocery- other                ,$20.81,701
00416,68471,68471,300416684710,Oral B Pro Health Medium Twin Pack                               ,CS,72,2 CT        ,Oral Care                     ,$320.39,1
02652,17008,17828,602652170089,Kind Bar Almond & Coconut 1.4 Oz                                 ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$81.35,71
02652,17011,17211,602652170119,Kind Bar Plus Cranberry Almond 1.4 Oz                            ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$80.56,300
02652,17030,18533,602652170300,KIND BAR CARAMEL SEA SALT                                        ,CS,72,6/12CT      ,Grocery- other                ,$80.82,287
02652,17050,17250,602652170508,Kind Bar Dark Chocolate Cherry C  1.4 Oz                         ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$82.63,154
02652,17056,17256,602652170560,Kind Bar Plus Peanut Buterr Dark Chocolate                       ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$81.35,257
02652,17059,18554,602652170591,KIND BAR DARK CHOC MOCHA                                         ,CS,72,6/12CT      ,Grocery- other                ,$82.51,25
02652,17651,17851,602652176517,Kind Bar Dark Chocolate Nut/Sea Salt                             ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$81.85,57
02652,19977,19987,002652199774,KIND BAR DRK CHOC ALM COCONUT                                    ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$81.83,21
02652,19980,19990,602652199806,KIND BAR HNY RST NUT SEA SLT                                     ,CS,72,6/12CT      ,Snacks/ Energy bars           ,$74.88,143
02990,11022,11022,302990110227,CTPHL GENTLE CLEANSER                                            ,CS,12,16 OZ       ,Grocery- other                ,$116.42,416
02990,24133,24133,302990241334,CTPHL MOISTURIZING LOTION                                        ,CS,12,16 OZ       ,Grocery- other                ,$116.22,500
02993,88917,88917,002993889174,CETAPHIL FOAM CLEANSER                                           ,CS,12,8 OZ        ,Grocery- other                ,$69.15,182
02993,91428,91428,302993914280,CTPHL ADV RELIEF LOTION                                          ,CS,12,16 OZ       ,Grocery- other                ,$134.82,150
02993,91756,91756,302993917564,CTPHL MOISTURIZING CREAM                                         ,CS,12,16 OZ       ,Grocery- other                ,$136.32,259
02993,92304,92361,302993923046,CETAPHIL GENTLE CLN BAR                                          ,CS,12,4.5 OZ      ,Skin Care/Razors              ,$37.51,141
02993,92734,92734,302993927341,CTPHL DAILY FACIAL CLEANSER                                      ,CS,12,16 OZ       ,Grocery- other                ,$119.90,314
02993,92735,92735,302993927358,CTPHL DAILY FACIAL CLEANSER                                      ,CS,12,8 OZ        ,Grocery- other                ,$73.58,216
02993,92804,92804,002993928040,Cetaphil Daily Face Moisturuzer                                  ,CS,12,4 OZ        ,Skin Care/Razors              ,$137.31,193
03084,00120,00120,603084001200,Garnier Fructis Sleek & Shine Anti Humidity Hairspray            ,CS,6,8.25 OZ     ,Shampoo/Condtnr/Hair Color    ,$16.92,3
03084,02685,02685,603084026852,Garnier Fructis Curl Sculpting Gel                               ,CS,6,5.1 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.92,5
03084,24272,06472,603084242726,Garnier Nutrisse Dark Brown                                      ,CS,12,1 CT        ,Shampoo/Condtnr/Hair Color    ,$59.70,51
03084,26016,55047,603084260164,Garnier Fructis Full Control Hairspray                           ,CS,6,8.5 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.92,365
03084,26020,26020,603084260201,Garnier Fructis Curl Construct Mousse                            ,CS,6,6.8 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.67,346
03084,26022,55050,603084260225,Garnier Fructis Curl Shaping Spray Gel                           ,CS,6,8.5 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.42,5
03084,26024,46105,603084260249,Garnier Fructis Sleek & Shine Smooth Milk Hair Shi               ,CS,6,5.1 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.67,384
03084,26270,26270,603084262700,Garnier Fructis Curl Scrunch Gel                                 ,CS,6,6.8 OZ      ,Shampoo/Condtnr/Hair Color    ,$16.92,339
03084,26768,51849,603084267682,Garnier Fructis Sleek & Shine Leave In                           ,CS,6,10.2 OZ     ,Shampoo/Condtnr/Hair Color    ,$14.93,146
03084,29039,29039,603084290390,FRUCTIS SLEEK & SHINE MOROCCAN                                   ,CS,6,3.75 OZ     ,Shampoo/Condtnr/Hair Color    ,$23.38,573
03084,29390,29390,603084293902,GARNIER OLIA HAIRCOLOR BLACK                                     ,CS,12,1 CT        ,Grocery- other                ,$71.64,167
03084,29409,29409,603084294091,OLIA BRILL COLOR MED BLONDE                                      ,CS,12,1 CT        ,Grocery- other                ,$76.42,145
03084,45931,45931,603084459315,WB ARGAN & CAMILLIA CONDITION                                    ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$15.27,112
03084,45935,45935,603084459353,WHOLE BLENDS COCONUT OIL COND                                    ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$17.41,4
03084,45949,45949,603084459490,WHOLE BLENDS HONEY TRTMNT SH                                     ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$16.32,21
03084,46338,51851,603084463381,FRUCTIS CURL NRSH BUTTER CRM                                     ,CS,6,10.2 OZ     ,Shampoo/Condtnr/Hair Color    ,$20.70,216
03084,49129,49129,603084491292,GARN FR SLK&SHN SH22Z                                            ,CS,4,22 OZ       ,Shampoo/Condtnr/Hair Color    ,$18.41,379
03084,49141,49141,603084491414,FRUCTIS COLOR SHIELD SH                                          ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$15.32,133
03084,49151,49151,603084491513,FRUCTIS TRIPLE NUTRITION SHAM                                    ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$15.42,166
03084,49180,49180,603084491803,FRUCTIS DAILY CARE 2N1 SH                                        ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$16.07,162
03084,49183,49183,603084491834,GARN FR GRW STR SH                                               ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$14.63,11
03084,49189,49189,603084491896,GARN FR CRLNRSH SH                                               ,CS,6,12.5 OZ     ,Shampoo/Condtnr/Hair Color    ,$15.42,260
03084,49190,49190,603084491902,GARN FR CRL NRSH CD                                              ,CS,6,12 OZ       ,Shampoo/Condtnr/Hair Color    ,$16.17,300
03084,49370,49370,603084493708,NUTRISSE ULT DARK INT INDIGO                                     ,CS,12,1 CT        ,Grocery- other                ,$58.71,52
03084,54335,54335,003084543357,GARN W/B OTML DELICACY C                                         ,CS,6,12.5 OZ     ,Grocery- other                ,$15.92,152
03084,57370,57370,603084573707,FRUC TREATS PAPAYA SHAMPOO                                       ,CS,6,11.8 OZ     ,Grocery- other                ,$22.64,230
03084,57371,57371,603084573714,FRUC TREATS PAPAY CD                                             ,CS,6,11.8 OZ     ,Grocery- other                ,$18.41,236
03084,57376,57376,603084573769,GARNIER HYDRATING HAIR MASK                                      ,CS,6,3.4 OZ      ,Grocery- other                ,$16.72,1
05021,00009,00209,005021000091,MRS. DASH ONION&HERB                                             ,CS,8,2.5OZ       ,Grocery- other                ,$16.22,1298
05021,00022,00222,005021000220,MRS DASH STHWST CHIPOLTE                                         ,CS,8,2.50 OZ     ,Grocery- other                ,$16.22,846
05021,00061,00261,005021000619,MRS DASH LEMON PEPPER                                            ,CS,8,2.50 OZ     ,Grocery- other                ,$16.67,1512
05021,00099,00299,605021000994,MRS DASH SF TBL BLN2.5Z                                          ,CS,8,2.5 OZ      ,Spice/Condmnt/Drsng/Gravy/Oil ,$16.22,291
05021,77400,77400,005021774008,BAKERS JOY AEROSOL                                               ,CS,12,5 OZ.       ,Spice/Condmnt/Drsng/Gravy/Oil ,$23.78,418
05210,04400,04400,305210044005,PONDS DRY SKIN CREAM                                             ,CS,24,6.5 OZ      ,Grocery- other                ,$92.04,110
05210,13442,04080,305210134423,Vaseline Intesive Care Cocoa Butter                              ,CS,4,20.3 OZ     ,Bath/Body                     ,$15.42,208
05210,22434,22434,005210224345,PONDS REJUVENESS CREAM                                           ,CS,12,7 OZ        ,Grocery- other                ,$51.74,28
05210,41638,04081,305210416383,Vaseline Intensive Care Mens Fast Absorbing Lotion               ,CS,4,20.3 OZ     ,Bath/Body                     ,$16.17,18
05212,31100,31100,305212311006,Vaseline Petroleum Jelly Jar Regular                             ,CS,144,1.75 OZ     ,Bath/Body                     ,$136.12,45
05212,35200,06926,305212352009,VPJ JAR REG                                                      ,CS,36,7.5 OZ      ,Grocery- other                ,$85.57,70
05213,09300,04082,305213093000,Vaseline Intensive Aloe Cool & Fresh                             ,CS,4,20.3 OZ     ,Bath/Body                     ,$15.92,219
05215,25100,25100,305215251002,QTIPS COTTON SWABS                                               ,CS,24,625 CT      ,Grocery- other                ,$81.59,22
05592,00002,10043,605592000027,NEXXUS MAX E/H FINISHING MIST                                    ,CS,4,10 OZ       ,Grocery- other                ,$29.85,13
05592,21053,10034,605592210532,NEXXUS COLOR ASSURE COND                                         ,CS,4,13.5 OZ     ,Grocery- other                ,$36.32,49
05592,21553,10032,605592215537,NEXXUS HUMECTRESS COND                                           ,CS,4,13.5 OZ     ,Grocery- other                ,$34.08,26
05730,14736,14736,005730147360,ADVIL DUAL ACTION CAPLETS                                        ,CS,36,36 CT       ,Grocery- other                ,$213.93,8
05730,15020,15020,305730150200,Advil Tablets                                                    ,CS,72,24 CT       ,Over the counter remedies     ,$226.86,483
05730,15040,15040,305730150408,ADVIL TABLETS                                                    ,CS,36,100 CT      ,Grocery- other                ,$311.44,2
05730,16020,16020,305730160209,Advil Caplets                                                    ,CS,72,24 CT       ,Over the counter remedies     ,$224.87,101
05730,16030,16030,305730160308,ADVIL CAPLETS                                                    ,CS,36,50 CT       ,Grocery- other                ,$205.57,6
05730,16040,16040,305730160407,Advil Caplets                                                    ,CS,36,100 CT      ,Over the counter remedies     ,$313.43,20
05730,16420,16420,305730164207,Advil PM Caplet                                                  ,CS,72,20 CT       ,Over the counter remedies     ,$257.21,180
05730,16420,16420,305730164207,ADVIL PM CAPLET                                                  ,CS,72,20 CT       ,Over the counter remedies     ,$257.21,8
05730,16430,16430,305730164306,Advil PM Caplets                                                 ,CS,36,40 CT       ,Over the counter remedies     ,$231.84,4
05730,16440,16440,305730164405,Advil PM Caplets                                                 ,CS,36,80 CT       ,Over the counter remedies     ,$368.15,19
05730,16920,16920,305730169202,ADVIL LIQUIGELS                                                  ,CS,72,20 CT       ,Grocery- other                ,$240.79,1
05730,16989,16989,305730169899,Advil Liquigels                                                  ,CS,12,160 CT      ,Over the counter remedies     ,$183.08,52
05730,70130,70130,305730701308,CHAPSTICK REGULAR                                                ,CS,72,.45 OZ      ,Skin Care/Razors              ,$208.95,10
05731,76920,76920,305731769203,ADVIL LIQUI-GEL MINIS                                            ,CS,72,20 CT       ,Grocery- other                ,$219.40,157
05731,76989,76989,305731769890,ADVIL LIQUI-GEL MINIS                                            ,CS,12,160 CT      ,Grocery- other                ,$178.60,24
05732,45114,45114,305732451145,NEXIUM 24HR TABLETS                                              ,CS,24,14 CT       ,Over the counter remedies     ,$204.97,48
05734,46381,46381,005734463817,CENTRUM SILVER                                                   ,CS,12,80 CT       ,Grocery- other                ,$79.60,222
05734,46391,46391,305734463917,CENTRUM SILVER TABLETS                                           ,CS,12,125 CT      ,Grocery- other                ,$117.91,281
05734,75592,75592,305734755920,CENTRUM WOMENS MULTIVITAMIN                                      ,CS,12,120 CT      ,                              ,$107.46,46
07661,42020,42065,307661420209,Nicoderm CQ Clear Patch 21 MG                                    ,CS,12,14 CT       ,Over the counter remedies     ,$457.70,41
07661,43020,42062,307661430208,NICODERM CQ CLEAR PATCH 14MG                                     ,CS,12,14 CT       ,Over the counter remedies     ,$467.65,15
07667,75000,75000,307667750003,Nicorette White Ice Mint Gum                                     ,CS,12,100 CT      ,Over the counter remedies     ,$485.56,33
07667,77000,77000,007667770000,NICORETTE SPEARMINT BURST                                        ,CS,12,100 CT      ,Over the counter remedies     ,$485.56,11
07667,85750,85750,307667857504,Nicorette Fruit Chill 2Mg                                        ,CS,12,100 CT      ,Over the counter remedies     ,$485.56,26
09300,00030,00030,009300000307,MT OLV SQZ SWT RELISH                                            ,CS,12,10 OZ       ,Spice/Condmnt/Drsng/Gravy/Oil ,$20.25,20
09300,00085,00085,009300000857,Mt Olive Kosher Baby Dills                                       ,CS,12,24 OZ       ,Spice/Condmnt/Drsng/Gravy/Oil ,$32.84,4
09300,00680,09680,009300006804,Mt. Olive Kosher Baby Dills Pickles                              ,CS,6,24 OZ       ,Canned vegetables             ,$15.22,2
09542,00419,02825,009542004194,LINDOR CARAMEL TRUFFLE B                                         ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.81,114
09542,00906,02827,009542009069,LINDOR COCONUT BAG                                               ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.76,147
09542,01400,02824,009542014001,LND DARK BAG                                                     ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.76,240
09542,01520,02608,009542015206,LINDOR MILK BAG 15.2Z                                            ,CS,6,15.2,Grocery- other                ,$39.56,419
09542,01584,02821,009542015848,LND MILK BAG                                                     ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.76,680
09542,01585,02822,009542015855,TRUFFLES AST POUCH                                               ,CS,6,5.1 OZ      ,Candy/chocolate               ,$17.10,520
09542,01855,02823,009542018559,LND WHITE BAG                                                    ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.76,740
09542,03077,02826,009542030773,LND EXTRA DARK BAG                                               ,CS,6,5.1 OZ      ,Candy/chocolate               ,$16.70,312
09800,00761,00771,009800007615,Tic Tac Big Pack Freshmint                                       ,CS,288,24/12CT     ,Gum/Mints                     ,$195.86,803
09800,00763,00773,009800007639,Tic Tac Big Pack Orange                                          ,CS,288,24/12CT     ,Gum/Mints                     ,$200.68,1120
09800,00767,00777,009800007677,Tic Tac Big Pack Wintergreen                                     ,CS,288,24/12CT     ,Gum/Mints                     ,$208.54,203
09970,74210,74210,309970742102,Revlon Microfine Slant Tip Tweezer                               ,CS,72,1 CT        ,Batteries/ general merch      ,$156.22,50
09971,18591,18591,309971185915,Mitchum Men Roll On                                              ,CS,24,3.4 OZ      ,Deodorants/Body Sprays        ,$74.03,2
09972,34510,34510,309972345103,Revlon Pocket Emeryl File                                        ,CS,72,1 CT        ,Batteries/ general merch      ,$85.27,3
09972,69201,69201,009972692015,RVLN BROW FANTASY DARK BLONDE                                    ,CS,72,1 CT        ,Grocery- other                ,$248.75,7
09973,15600,15600,309973156005,Lady Mitchum Powder Fresh Clear Gel                              ,CS,24,2.25 OZ     ,Deodorants/Body Sprays        ,$36.32,8
09973,16200,16200,309973162006,Mitchum Sport Clear Gel Anti-Perspirant                          ,CS,24,2.25 OZ     ,Deodorants/Body Sprays        ,$39.80,4
09978,63200,15592,309978632009,Mitchum Unscented Clear Gel                                      ,CS,24,3.4 OZ      ,Deodorants/Body Sprays        ,$48.26,59
10119,03586,03586,310119035863,B&L BIOTRUE M/P SOLUTION                                         ,CS,24,10 OZ       ,Grocery- other                ,$188.55,22
10119,04301,04301,010119043010,B&L RENU ADV FRESH                                               ,CS,24,4 OZ        ,Grocery- other                ,$78.61,66
10119,04303,04303,010119043034,B&L RENU MULTIPURPOSE SOLUTION                                   ,CS,24,12 OZ       ,Grocery- other                ,$177.61,13
10119,04305,04305,010119043058,B&L REUNU MULTIPLUS                                              ,CS,12,24 OZ       ,Grocery- other                ,$152.24,21
10310,31854,31854,310310318543,ORAJEL M/S PM GEL CREAM                                          ,CS,24,.25 OZ      ,Grocery- other                ,$105.97,655
10310,43001,43001,010310430015,ORAJEL TOOTHACHE RINSE                                           ,CS,12,16 OZ       ,Oral Care                     ,$54.73,148
10310,43015,43015,010310430152,ORAJEL NON-MED DAY/NIGHT GEL                                     ,CS,24,.18 OZ      ,Grocery- other                ,$89.05,80
10808,02026,02083,810808020267,YOWIE MILK CHOC COLLECTABLE                                      ,CS,72,6/12 CT     ,Grocery- other                ,$120.13,160
10833,02844,02844,010833028447,DINGO DREAMBONE CHICKEN TWIST                                    ,CS,24,50 CT       ,Grocery- other                ,$104.87,146
10900,00021,08027,010900000215,Reynolds Foil Heavy Duty                                         ,CS,35,50 SQ FT    ,Bags/Foils/ Wraps             ,$139.30,175
10900,00028,08028,010900000284,Reynolds Wrap Heavy Duty                                         ,CS,20,75 SQ FT    ,Bags/Foils/ Wraps             ,$120.89,30
11111,01412,01412,011111014121,Dove Men+Care Clean Comfort Body/Face                            ,CS,6,13.5 OZ     ,Bath/Body                     ,$18.51,188
11111,01412,01412,011111014121,DOVE MEN+CARE CLN COMF BDY/FCE                                   ,CS,6,13.5 OZ     ,Grocery- other                ,$18.91,296
11111,01413,01413,011111014138,Dove Men+Care Extra Fresh Body/Face                              ,CS,6,13.5 OZ     ,Bath/Body                     ,$19.05,196
11111,01413,01413,011111014138,DOVE MEN+CARE XTRA FRSH BDY/FC                                   ,CS,6,13.5 OZ     ,Grocery- other                ,$19.05,423
11111,01414,01414,011111014145,Dove Men Deep Clean Body/Face                                    ,CS,6,13.5 OZ     ,Bath/Body                     ,$18.61,322
11111,07626,07626,011111076266,Dove Shea Butter Bars 6Ct                                        ,CS,12,6/3.75OZ    ,Bath/Body                     ,$73.60,635
11111,07973,68446,011111079731,DOVE COCONUT MILK & JASMINE BW                                   ,CS,4,22 OZ       ,Grocery- other                ,$20.10,926
11111,12224,68541,011111122246,DOVE SENS SKIN BODYWASH                                          ,CS,4,22 OZ       ,Grocery- other                ,$19.40,668
11111,12331,68631,011111123311,DOVE COOL MOISTURE BODYWASH                                      ,CS,4,22 OZ       ,Grocery- other                ,$19.15,452
11111,12425,68450,011111124257,DOVE DEEP MOISTURE BODYWASH                                      ,CS,4,22 OZ       ,Grocery- other                ,$19.10,112
11111,12518,68542,011111125186,DOVE EXFOLIATING BODYWASH                                        ,CS,4,22 OZ       ,Grocery- other                ,$18.16,470
11111,24029,68849,011111240292,AXE SPORT BLAST SHOWER GEL                                       ,CS,4,16 OZ       ,Grocery- other                ,$10.95,79
11111,24037,68847,011111240377,AXE KILO SHOWER GEL                                              ,CS,4,16 OZ       ,Grocery- other                ,$10.60,70
11111,24091,69114,011111240919,AXE EXCITE SHOWER GEL                                            ,CS,4,16 OZ       ,Grocery- other                ,$11.94,309
11111,24092,69088,011111240926,AXE DARK TEMPTATION SHOWER GEL                                   ,CS,4,16 OZ       ,Grocery- other                ,$12.89,187
11111,24093,69115,011111240933,AXE PHOENIX SHOWER GEL                                           ,CS,4,16 OZ       ,Grocery- other                ,$12.14,623
11111,26270,68558,011111262706,DOVE RESTORE BODYWASH                                            ,CS,4,22 OZ       ,Grocery- other                ,$20.40,75
11111,26285,69089,011111262850,AXE APOLLO SHOWER GEL                                            ,CS,4,16 OZ       ,Grocery- other                ,$12.44,463
11111,52720,68633,011111527201,DOVE SWEET CREAM & PEONY BW                                      ,CS,4,22 OZ       ,Grocery- other                ,$23.13,528
11111,61015,61015,011111610156,Dove Pink Bar Soap                                               ,CS,12,6PK/4 OZ    ,Bath/Body                     ,$79.12,354
11111,61102,61102,011111611023,Dove Bar Cool Moisture Beauty Bars                               ,CS,24,2/3.75OZ    ,Bath/Body                     ,$74.42,79
11111,61133,21809,011111611337,Dove Bath White Beauty Bar Soap                                  ,CS,24,2/3.75OZ    ,Bath/Body                     ,$70.95,41
11111,61195,21810,011111611955,Dove Bath Pink Beauty Bar Soap                                   ,CS,24,2/3.75 OZ   ,Bath/Body                     ,$81.41,75
11111,65762,65762,011111657625,DOVE MEN MINERAL SAGE BW                                         ,CS,6,13.5 OZ     ,Grocery- other                ,$20.40,460
11141,10024,10024,111141100245,EIGHT O'CLOCK ORIG BEAN                                          ,CS,6,24 OZ       ,Coffee/tea                    ,$63.43,360
11141,10040,10040,011141100405,EIGHT O'CLOCK ORIG GRND                                          ,CS,6,24 OZ       ,Coffee/tea                    ,$58.98,180
11141,10136,10136,011141101365,EIGHT O'CLOCK CLMBN BEAN                                         ,CS,6,22 OZ       ,Coffee/tea                    ,$63.18,90
11141,10670,10670,011141106704,EOC THE ORIGINAL K CUP                                           ,CS,6,12 CT       ,Grocery- other                ,$27.81,588
11141,10671,10671,011141106711,EOC ITAL DK ROAST K CUP                                          ,CS,6,12 CT       ,Grocery- other                ,$28.22,424
11141,10672,10672,011141106728,EOC COLUMB PEAKS KCUP                                            ,CS,6,12 CT       ,Grocery- other                ,$28.21,158
11141,10674,10674,011141106742,EOC THE ORIGINAL DECAF K                                         ,CS,6,12 CT       ,Grocery- other                ,$28.22,857
11156,06001,05061,011156060015,TETLEY BRIT BLND 12X80CT                                         ,CS,12,80CT        ,Grocery- other                ,$29.89,10
11210,00001,00001,011210000018,Mcilhenny Tabasco Sauce                                          ,CS,24,2 OZ        ,Spice/Condmnt/Drsng/Gravy/Oil ,$28.28,506
11247,35337,35337,611247353370,NOO FRNCH RST DRK COF                                            ,CS,6,4.8 OZ      ,Grocery- other                ,$42.44,57
11300,38110,38110,011300381102,Brach's Jelly Beans                                              ,CS,12,11 OZ       ,Snacks/ Energy bars           ,$19.70,26
11300,74436,74436,011300744365,BRACH'S STARBRITE MINTS                                          ,CS,12,7.5 OZ      ,Grocery- other                ,$21.49,325
11660,02066,02071,011660020666,NUUN ACTIVE TUBE TROP FRUIT                                      ,CS,48,10 TUBE     ,Grocery- other                ,$130.38,1
11660,02172,02173,011660021724,NUUN ACTIVE TABS STRW MELON                                      ,CS,48,12 TUBE     ,                              ,$130.38,11
12044,00023,00023,012044000236,Old Spice High Endurance Original Invisible Solid Deodorant      ,CS,12,3 OZ        ,Deodorants/Body Sprays        ,$31.84,1
12546,01107,01106,012546011075,TRIDENT EVUP SPEARMINT                                           ,CS,144,12/12CT     ,Gum/Mints                     ,$108.24,3
12546,01111,01110,012546011112,TRIDENT EVUP TROPICAL TWIST                                      ,CS,144,12/12CT     ,Gum/Mints                     ,$108.24,136
12546,01144,01143,012546011440,TRIDENT EVUP BUBBLEGUM                                           ,CS,144,12/12CT     ,Gum/Mints                     ,$108.24,7
12546,62380,62186,312546623804,Halls Strawberry Cough Drops Bag                                 ,CS,48,30 CT       ,Over the counter remedies     ,$77.61,10
12546,62542,62645,312546625426,Halls Black Cherry Drops Sugar Free                              ,CS,48,25 CT       ,Over the counter remedies     ,$73.63,329
12587,70028,70028,012587700280,Glad Quick Tie 39 Gallon Trash Bags                              ,CS,12,12 CT       ,Bags/Foils/ Wraps             ,$48.92,261
12587,70441,70441,012587704417,GLAD PRESS N SEAL                                                ,CS,12,70 FT       ,Grocery- other                ,$30.25,752
12800,52885,52885,012800528851,RAYOVAC SIZE 10                                                  ,CS,24,16 CT       ,Grocery- other                ,$124.38,20
12800,52892,52892,012800528929,RAYOVAC SIZE 13                                                  ,CS,24,16 CT       ,Grocery- other                ,$117.41,2
12800,52900,52900,012800529001,RAYOVAC SIZE 312                                                 ,CS,24,16 CT       ,Grocery- other                ,$119.40,73
12800,52902,52902,012800529025,RAYOVAC SIZE 312                                                 ,CS,24,24 CT       ,Grocery- other                ,$162.19,37
12843,53430,58633,312843534308,PHILLIPS COLON HEALTH CAPS                                       ,CS,24,30 CT       ,Grocery- other                ,$248.75,43
12843,53635,53635,312843536357,Bayer Genuine Bayer Aspirin Tablet                               ,CS,36,100 CT      ,Over the counter remedies     ,$211.94,30
12843,53636,53636,312843536364,BAYER GENUINE ASPIRIN TABLETS                                    ,CS,24,200 CT      ,Grocery- other                ,$221.89,25
12843,53642,53642,312843536425,BAYER LOW STRENGTH TABLETS                                       ,CS,24,300 CT      ,Grocery- other                ,$292.53,39
12843,55536,56359,312843555365,BAYER GENUINE ASPIRIN TABLETS                                    ,CS,36,24 CT       ,Over the counter remedies     ,$92.54,136
13000,00466,00466,013000004664,Heinz Tomato Ketchup                                             ,CS,12,38 OZ       ,Spice/Condmnt/Drsng/Gravy/Oil ,$49.25,540
13130,00622,00622,013130006224,Stove Top Cream of Wheat 1 Min                                   ,CS,12,28 OZ       ,Cereals/Oatmeal               ,$43.88,19
13300,00956,00956,013300009567,HJ ORIGINAL SYRUP                                                ,CS,6,27.6 OZ     ,Grocery- other                ,$18.56,1472
13300,00958,00958,013300009581,HJ BUTR PANCK SYRUP                                              ,CS,6,27.6 OZ     ,Grocery- other                ,$18.56,1632
13300,28067,60631,013300280676,HJ LITE CM PANCK MIX                                             ,CS,6,32 OZ       ,Grocery- other                ,$13.03,15
13300,60796,60796,013300607961,PILLS GOLDEN BTR CAKE MX                                         ,CS,12,15.25 OZ    ,Grocery- other                ,$14.83,5
13562,00004,00004,013562000043,ANNIE'S SHELLS & WHT CHEDDAR                                     ,CS,12,6 OZ        ,Rices/pastas /side dishes     ,$20.97,60
13562,00058,00058,013562000586,ANNIE'S AGED CHEDDAR MICRO CUP                                   ,CS,12,2.01OZ      ,Grocery- other                ,$17.42,567
13562,00126,49195,013562001262,ANNIES HMGRN FRTSNK4Z                                            ,CS,10,4 OZ        ,Grocery- other                ,$32.82,96
13562,30016,30016,013562300167,ANNIE FOUR CHEESE MAC                                            ,CS,12,5.5 OZ      ,Rices/pastas /side dishes     ,$20.97,1
13700,81240,81240,013700812408,Hefty 1 Zip Quart Storage Bags                                   ,CS,9,40 CT       ,Bags/Foils/ Wraps             ,$32.92,34
14226,79450,79450,014226794506,NAT INST MED GOLDEN PECAN                                        ,CS,12,1 CT        ,Grocery- other                ,$53.73,41
14226,79454,79454,614226794546,NAT INST LIGHT BLONDE SAHARA                                     ,CS,12,1 CT        ,Grocery- other                ,$54.23,3
14226,79456,79456,614226794560,NAT INST LIGHT GLDN BRWN AMBER                                   ,CS,12,1 CT        ,Grocery- other                ,$50.55,16
14228,12795,12795,614228127953,NAT INST TOASTED ALMOND                                          ,CS,12,1 CT        ,Grocery- other                ,$59.20,1
15300,43006,01494,015300430068,RAR CHK AND GARLIC                                               ,CS,12,5.9 OZ      ,Grocery- other                ,$16.89,178
15300,43024,01468,015300430242,Rice A Roni Broccoli Au Gratin                                   ,CS,12,6.5 OZ      ,Rices/pastas /side dishes     ,$17.01,238
15300,43028,01479,015300430280,Rice A Roni Beef                                                 ,CS,12,6.8 OZ      ,Rices/pastas /side dishes     ,$17.01,419
15300,43034,01488,015300430341,Rice A Roni Chicken/Broccoli                                     ,CS,12,4.9 OZ      ,Rices/pastas /side dishes     ,$17.01,21
15300,43048,01476,015300430488,Rice A Roni Fried Rice Mix                                       ,CS,12,6.2 OZ      ,Rices/pastas /side dishes     ,$17.01,267
15300,43053,01464,015300430532,Rice A Roni Spanish Flavor                                       ,CS,12,6.8 OZ      ,Rices/pastas /side dishes     ,$16.89,509
15300,43059,01466,015300430594,Rice A Roni Savory Pilaf                                         ,CS,12,7.2 OZ      ,Rices/pastas /side dishes     ,$15.21,9
15300,43980,01473,015300439801,Rice A Roni 4 Cheese                                             ,CS,12,6.4 OZ      ,Rices/pastas /side dishes     ,$14.80,26
15300,44025,01463,015300440258,Pasta Roni Garlic & Olive Oil                                    ,CS,12,4.6 OZ      ,Rices/pastas /side dishes     ,$17.01,12
15300,44032,01448,015300440326,Pasta Roni Shells Cheddar                                        ,CS,12,6.2 OZ      ,Rices/pastas /side dishes     ,$17.01,2
15300,44035,01450,015300440357,Pasta Roni Fettucini Alfredo                                     ,CS,12,4.7 OZ      ,Rices/pastas /side dishes     ,$17.01,685
